청,서,지구대파출소,X좌표,Y좌표,주소
강원청,강릉경찰서,강동파출소,128.9783,37.7277596,강원도 강릉시 강동면 안인리 764-1
강원청,강릉경찰서,강릉경찰서,128.9067625,37.7687,강원도 강릉시 포남동 1113
강원청,강릉경찰서,남부지구대,128.897125,37.7489679,강원도 강릉시 노암동 715-16
강원청,강릉경찰서,동부지구대,128.9263153,37.7740316,강원도 강릉시 송정동 740-3
강원청,강릉경찰서,북부지구대,128.8752375,37.8352654,강원도 강릉시 주문진읍 주문리 312-7
강원청,강릉경찰서,서부지구대,128.8755,37.7698333,강원도 강릉시 교1동 1814-4
강원청,강릉경찰서,옥계파출소,129.0384084,37.6125012,강원도 강릉시 옥계면 현내리 326-2
강원청,강릉경찰서,중부지구대,128.9002295,37.7634979,강원도 강릉시 교2동 133-3
강원청,강원원주경찰서,치악지구대,127.9866161,37.3289885,강원도 원주시 반곡동 1924-1
강원청,고성경찰서,간성파출소,128.4713,38.3789154,강원도 고성군 간성읍 신안리 248-2
강원청,고성경찰서,고성경찰서,128.4758125,38.3771404,강원도 고성군 간성읍 신안리 134-2
강원청,고성경찰서,금강파출소,128.4571767,38.4492801,강원도 고성군 거진읍 거진 4리 160-1
강원청,고성경찰서,죽왕파출소,128.5263875,38.3259333,강원도 고성군 죽왕면 오호리 64-3
강원청,고성경찰서,토성파출소,128.5569583,38.2589605,강원도 고성군 토성면 천진리 140
강원청,동해경찰서,동해경찰서,129.1164933,37.5250452,강원도 동해시 나안동 156-7
강원청,동해경찰서,묵호지구대,129.1070912,37.5505273,강원도 동해시 묵호진동 239-2
강원청,동해경찰서,북삼지구대,129.107017,37.4896014,강원도 동해시 동회동 110-1
강원청,동해경찰서,북평파출소,129.1265414,37.4835785,강원도 동해시 북평동 10-4
강원청,동해경찰서,천곡지구대,129.1070305,37.5248654,강원도 동해시 천곡동 1080-1
강원청,삼척경찰서,근덕파출소,129.225587,37.380732,강원도 삼척시 근덕면 교가리 656-4
강원청,삼척경찰서,도계파출소,129.0453819,37.2326573,강원도 삼척시 도계읍 도계리 262-3
강원청,삼척경찰서,미로파출소,129.1130573,37.4178788,강원도 삼척시 미로면 하거노리 215-1
강원청,삼척경찰서,삼척경찰서,129.1740005,37.4463449,강원도 삼척시 정상동 472
강원청,삼척경찰서,성내파출소,129.1641266,37.4433347,강원도 삼척시 남양동 34-8
강원청,삼척경찰서,원덕파출소,129.3376948,37.1749419,강원도 삼척시 원덕읍 호산리256-2
강원청,삼척경찰서,임원파출소,129.343375,37.2327596,강원도 삼척시 원덕읍 임원리 345-2
강원청,삼척경찰서,정라지구대,129.1867996,37.437411,강원도 삼척시 정하동 187-27
강원청,삼척경찰서,하장파출소,128.9444625,37.3474654,강원도 삼척시 하장면 광동리 80-9
강원청,속초경찰서,강현파출소,128.607888,38.149249,강원도 양양군 강현면 정암리 448-46
강원청,속초경찰서,서면파출소,128.5857141,38.0715714,강원도 양양군 서면 상평리 35-1
강원청,속초경찰서,속초경찰서,128.568795,38.1968746,강원도 속초시 노학동 3-6
강원청,속초경찰서,양양지구대,128.6190815,38.0745255,강원도 양양군 양양읍 군행리5-1
강원청,속초경찰서,영랑지구대,128.5805303,38.1981622,강원도 속초시 교동 668-29
강원청,속초경찰서,청초지구대,128.586238,38.189776,강원도 속초시 조양동 1005-5
강원청,속초경찰서,현남파출소,128.759875,37.9696429,강원도 양양군 현남면 인구리16
강원청,속초경찰서,현북파출소,128.723187,38.019667,강원도 양양군 현북면 하광정리 125-1
강원청,양구경찰서,남면파출소,128.0339365,38.1080468,강원도 양구군 남면 용하리 414-24
강원청,양구경찰서,동면파출소,128.043825,38.2014679,강원도 양구군 동면 임당리 584-2 1/5
강원청,양구경찰서,방산파출소,127.9521375,38.2077263,강원도 양구군 방산면 장평리 344
강원청,양구경찰서,상리파출소,127.9862125,38.1053154,강원도 양구군 양구읍 상리 537-6 1/9
강원청,양구경찰서,양구경찰서,127.9910114,38.1055206,강원도 양구군 양구읍 상리 256
강원청,양구경찰서,해안파출소,128.137625,38.2855333,강원도 양구군 해안면 현리 159 1/4
강원청,영월경찰서,김삿갓파출소,128.5705789,37.1289321,강원도 영월군 김삿갓면 옥동리1
강원청,영월경찰서,남면파출소,128.3992125,37.1858596,강원도 영월군 남면 연당리875
강원청,영월경찰서,영월경찰서,128.4673845,37.1846158,강원도 영원군 영월읍 영흥2리 947-1
강원청,영월경찰서,영월지구대,128.4723757,37.1836113,강원도 영월군 영월읍 영흥리845-5
강원청,영월경찰서,주천파출소,128.26725,37.2702167,강원도 영월군 주천면 주천리1235
강원청,영월경찰서,중동파출소,128.6805544,37.1455487,강원도 영월군 중동면 녹전리412
강원청,영월경찰서,한반도파출소,128.327775,37.2371846,강원도 영월군 한반도면 신천리281-3
강원청,원주경찰서,단계지구대,127.9344625,37.3522821,강원도 원주시 단계동 1085-4
강원청,원주경찰서,단관지구대,127.961375,37.331075,강원도 원주시 단구동 200-10
강원청,원주경찰서,문막파출소,127.8169375,37.3117,강원도 원주시 문막읍 건등리 1717-6
강원청,원주경찰서,봉산지구대,127.95105,37.3638071,강원도 원주시 태장1동 1348-132
강원청,원주경찰서,부론파출소,127.7499938,37.2093385,강원도 원주시 부론면 법천리 1499
강원청,원주경찰서,북원지구대,127.9418244,37.3738801,강원도 원주시 우산동 411-23
강원청,원주경찰서,원주경찰서,127.9582565,37.3482737,강원도 원주시 봉산동 1105
강원청,원주경찰서,중앙지구대,127.9513,37.349115,강원도 원주시 학성동 329-15
강원청,원주경찰서,흥업지구대,127.918825,37.299867,강원도 원주시 흥업면 흥업리 601-1
강원청,인제경찰서,기린파출소,128.3181548,37.9546725,강원도 인제군 기린면 현리 393-1
강원청,인제경찰서,남면파출소,128.079125,37.967593,강원도 인제군 남면 신남리 368-1
강원청,인제경찰서,북면파출소,128.2136948,38.1264036,강원도 인제군 북면 원통리 1685-10
강원청,인제경찰서,상동파출소,128.1730906,38.064088,강원도 인제군 인제읍 상동리 427-3
강원청,인제경찰서,서화파출소,128.2101182,38.2239522,강원도 인제군 서화면 천도리 590-5
강원청,인제경찰서,인제경찰서,128.1727248,38.070694,강원도 인제군 인제읍 상동1리 380-1
강원청,정선경찰서,고한파출소,128.8499139,37.2040908,강원도 정선군 고한읍 고한리 91-66
강원청,정선경찰서,남면파출소,128.7391352,37.2667051,강원도 정선군 남면 문곡1리 322-4
강원청,정선경찰서,사북파출소,128.8200911,37.2278536,강원도 정선군 사북읍 사북리 344-10
강원청,정선경찰서,신동파출소,128.6451875,37.2202013,강원도 정선군 신동읍 예미리 616-8
강원청,정선경찰서,여량파출소,128.7243507,37.4719472,강원도 정선군 여량면 여량2리 115-3
강원청,정선경찰서,임계파출소,128.85055,37.4948096,강원도 정선군 임계면 송계6리 763-1
강원청,정선경찰서,정선경찰서,128.6617266,37.3817566,강원도 정선군 정선읍 봉양리 316
강원청,정선경찰서,정선파출소,128.66555,37.3800237,강원도 정선군 정선읍 봉양리 348-6
강원청,정선경찰서,화암파출소,128.7885408,37.338038,강원도 정선군 화암면 화암2리 358-1
강원청,철원경찰서,갈말파출소,127.3134,38.1482987,강원도 철원군 갈말읍 신철원리 563
강원청,철원경찰서,김화파출소,127.4432709,38.2426417,강원도 철원군 서면 와수리 895-1
강원청,철원경찰서,동송지구대,127.2199,38.2040096,강원도 철원군 동송읍 이평리 710-4
강원청,철원경찰서,철원경찰서,127.3115291,38.1463956,강원도 철원군 갈말읍 신철원4리 650
강원청,춘천경찰서,남부지구대,127.7449509,37.8608042,강원도 춘천시 석사동 778-6
강원청,춘천경찰서,남산파출소,127.6464249,37.7914285,강원도 춘천시 남산면 창촌1리 67-5
강원청,춘천경찰서,사북파출소,127.6410125,38.029625,강원도 춘천시 사북면 신포리 395-9
강원청,춘천경찰서,서면파출소,127.709775,37.9225263,강원도 춘천시 서면 신매2리 812-2
강원청,춘천경찰서,서부지구대,127.71335,37.8743321,강원도 춘천시 근화동 751
강원청,춘천경찰서,소양로지구대,127.7163898,37.8830373,강원도 춘천시 근화동 551-34
강원청,춘천경찰서,신북파출소,127.7467364,37.9255709,강원도 춘천시 신북읍 율문5리 288-1
강원청,춘천경찰서,신사우파출소,127.7284445,37.9008711,강원도 춘천시 우두동 1051-4
강원청,춘천경찰서,중부지구대,127.7373148,37.8757722,강원도 춘천시 효자2동 603
강원청,춘천경찰서,춘천경찰서,127.7236125,37.8701737,강원도 춘천시 효자1동 590-1
강원청,춘천경찰서,후평지구대,127.748212,37.882832,강원도 춘천시 후평1동 726-7
강원청,태백경찰서,소도파출소,128.9790785,37.1421088,강원도 태백시 소도동 655-6
강원청,태백경찰서,장성파출소,129.00905,37.1023737,강원도 태백시 장성동 150-19
강원청,태백경찰서,철암파출소,129.0456189,37.1254354,강원도 태백시 철암동 산60-4
강원청,태백경찰서,태백경찰서,129.0084269,37.1024213,강원도 태백시 장성동 150-50
강원청,태백경찰서,통리파출소,129.038825,37.1722513,강원도 태백시 통리1길 112
강원청,태백경찰서,황지지구대,128.992214,37.1670984,강원도 태백시 황지동 409-20
강원청,평창경찰서,대관령파출소,128.7072759,37.6726982,강원도 평창군 대관령면 횡계리 324-1
강원청,평창경찰서,대화파출소,128.4555625,37.4990429,강원도 평창군 대화면 대화리 888-1
강원청,평창경찰서,중부지구대,128.3779469,37.6125475,강원도 평창군 봉평면 평촌리 546
강원청,평창경찰서,진부파출소,128.5579625,37.6367987,강원도 평창군 진부면 하진부7리 137
강원청,평창경찰서,평창경찰서,128.3893286,37.3695135,강원도 평창군 평창읍 하6리 230
강원청,평창경찰서,평창지구대,128.3951125,37.3662987,강원도 평창군 평창읍 평창읍 하리 50-12
강원청,홍천경찰서,남면파출소,127.7683125,37.6170571,강원도 홍천군 남면 양덕원리 194
강원청,홍천경찰서,내면파출소,128.3900909,37.7742365,강원도 홍천군 내면 창촌리 1575-2
강원청,홍천경찰서,내촌파출소,128.0872814,37.8161417,강원도 홍천군 내촌면 도관리 444-27
강원청,홍천경찰서,두촌파출소,128.01945,37.8688071,강원도 홍천군 두촌면 자은리 815-7
강원청,홍천경찰서,서면파출소,127.6623,37.6833346,강원도 홍천군 서면 두미리 451-3
강원청,홍천경찰서,서석파출소,128.1848751,37.7131077,강원도 홍천군 서석면 풍암리 468-2
강원청,홍천경찰서,홍천경찰서,127.9078822,37.7070021,강원도 홍천군 홍천읍 태학리 309
강원청,홍천경찰서,화촌파출소,127.9674569,37.7712706,강원도 홍천군 화촌면 성산리 460-5
강원청,홍천경찰서,희망지구대,127.8888668,37.6933298,강원도 홍천군 홍천읍 진리 43-1
강원청,화천경찰서,간동파출소,127.8174601,38.0556586,강원도 화천군 간동면 오음리 620-1
강원청,화천경찰서,사내파출소,127.522588,38.070025,강원도 화천군 사내면 사창리 385-5
강원청,화천경찰서,상서파출소,127.655325,38.1569404,강원도 화천군 상서면 파포리 147-1
강원청,화천경찰서,하남파출소,127.6672116,38.0587648,강원도 화천군 하남면 원천리 445-3
강원청,화천경찰서,하리파출소,127.7051375,38.1027654,강원도 화천군 화천읍 하리 53-44
강원청,화천경찰서,화천경찰서,127.7073,38.1062237,강원도 화천군 화천읍 아리 241
강원청,횡성경찰서,둔내파출소,128.2143508,37.5129157,강원도 횡성군 둔내면 둔방내리 84-5
강원청,횡성경찰서,서원파출소,127.8486875,37.4868846,강원도 횡성군 서원면 창촌리 588-1
강원청,횡성경찰서,안흥파출소,128.15715,37.413165,강원도 횡성군 안흥면 안흥리 283-1
강원청,횡성경찰서,우천파출소,128.06745,37.457226,강원도 횡성군 우천면 우항리 545
강원청,횡성경찰서,청일파출소,128.1489625,37.5826417,강원도 횡성군 청일면 유동리 1043-1
강원청,횡성경찰서,횡성경찰서,127.9947826,37.4920009,강원도 횡성군 횡성읍 읍상리 606
강원청,횡성경찰서,횡성지구대,127.9850974,37.487904,강원도 횡성군 횡성읍 읍하리 119-3
강원청,강원청,강원청,127.75785,37.8613904,강원도 춘천시 동내면 거두리 665-3
경기남부청,경기평택경찰서,신장파출소,127.0512416,37.072444,경기도 평택시 신서로 65
경기남부청,과천경찰서,과천경찰서,126.9900492,37.4293708,경기도 과천시 중앙동 39
경기남부청,과천경찰서,과천지구대,126.9931625,37.4333346,경기도 과천시 관문로136번지
경기남부청,과천경찰서,별양지구대,126.9936589,37.424113,경기도 과천시 별양로 58번지
경기남부청,광명경찰서,광남지구대,126.8485625,37.4689263,경기도 광명시 광명6동 752-4
경기남부청,광명경찰서,광명경찰서,126.867825,37.4741013,경기도 광명시 철산3동 418
경기남부청,광명경찰서,광명지구대,126.8528486,37.4793032,경기도 광명시 광명4동 158-834
경기남부청,광명경찰서,소하지구대,126.8786597,37.440534,경기도 광명시 소하2동 324-4
경기남부청,광명경찰서,철산지구대,126.8689682,37.4780251,경기도 광명시 철산3동 241-3
경기남부청,광명경찰서,하안지구대,126.8816839,37.4592564,경기도 광명시 하안3동 295-3
경기남부청,광주경찰서,경안지구대,127.25715,37.4118404,광주광역시 경안동 70-5
경기남부청,광주경찰서,곤지암파출소,127.3426922,37.3497766,광주광역시 곤지암읍 곤지암리 430-1
경기남부청,광주경찰서,광주경찰서,127.2395631,37.4083013,광주광역시 탄벌동 541-2
경기남부청,광주경찰서,남한산성파출소,127.1863125,37.4777429,광주광역시 남한산성면 산성리 401-2
경기남부청,광주경찰서,도척파출소,127.3312078,37.3001948,광주광역시 도척면 노곡리 283-8
경기남부청,광주경찰서,오포동부파출소,127.2315275,37.3679396,광주광역시 오포읍 추자리 105-7
경기남부청,광주경찰서,오포서부파출소,127.182743,37.3471358,광주광역시 오포읍 능평리 133번지
경기남부청,광주경찰서,초월파출소,127.2883589,37.3858806,광주광역시 초월읍 대쌍령리 211-6
경기남부청,광주경찰서,태전파출소,127.229475,37.3895154,광주광역시 태전동 232-1
경기남부청,광주경찰서,퇴촌파출소,127.3078421,37.4707292,광주광역시 퇴촌면 광동리 237-2
경기남부청,군포경찰서,군포경찰서,126.9360631,37.3605684,경기도 군포시 금정동 848
경기남부청,군포경찰서,군포지구대,126.9445739,37.3521286,경기도 군포시 당동 775-18
경기남부청,군포경찰서,대야파출소,126.9174737,37.3279533,경기도 군포시 대야미동 25블럭 17롯트
경기남부청,군포경찰서,산본지구대,126.9265446,37.3678841,경기도 군포시 산본동 1105-4
경기남부청,김포경찰서,고촌파출소,126.769625,37.6015821,경기도 김포시 고촌읍 신곡리 566-4
경기남부청,김포경찰서,김포경찰서,126.6811837,37.6374471,경기도 김포시 북변동 361-2
경기남부청,김포경찰서,김포터미널파출소,126.7937221,37.6001261,경기도 김포시 고촌읍 전호리 81-3
경기남부청,김포경찰서,대곶파출소,126.5839,37.650732,경기도 김포시 대곶면 율생리 451-1
경기남부청,김포경찰서,마산파출소,126.6445504,37.6380914,경기도 김포시 김포한강8로 176
경기남부청,김포경찰서,사우지구대,126.7176845,37.6185003,경기도 김포시 사우동 246
경기남부청,김포경찰서,양촌지구대,126.6233749,37.656827,경기도 김포시 양촌읍 양곡리 1548
경기남부청,김포경찰서,월곶파출소,126.5519463,37.716344,경기도 김포시 월곶면 군하리 207-1
경기남부청,김포경찰서,장기지구대,126.6678369,37.6484711,경기도 김포시 장기동 1326
경기남부청,김포경찰서,통진파출소,126.597505,37.6923398,경기도 김포시 통진읍 마송리 111-19
경기남부청,김포경찰서,하성파출소,126.6317835,37.7198539,경기도 김포시 하성면 마곡리 623-1
경기남부청,부천소사경찰서,범박지구대,126.8093473,37.4701679,경기도 부천시 소사구 범박동 155-3
경기남부청,부천소사경찰서,부천소사경찰서,126.7724189,37.4804516,경기도 부천시 소사구 송내2동 600
경기남부청,부천소사경찰서,소사지구대,126.7959732,37.4824865,경기도 부천시소사구 소사본동 51
경기남부청,부천소사경찰서,송내지구대,126.7727004,37.4793584,경기도 부천시 소사구 송내2동 611-2
경기남부청,부천오정경찰서,고강파출소,126.815797,37.530967,경기도 부천시 오정구 고강동 276-1
경기남부청,부천오정경찰서,내동지구대,126.77503,37.5204628,경기도 부천시 삼정동 196
경기남부청,부천오정경찰서,부천오정경찰서,126.8004255,37.514649,경기도 부천시 오정구 여월동304
경기남부청,부천오정경찰서,성곡파출소,126.8006809,37.5179975,경기도 부천시 오정구 여월동 8-36
경기남부청,부천오정경찰서,원종지구대,126.8052019,37.5255293,경기도 부천시 오정구 원종동 233-11
경기남부청,부천원미경찰서,계남지구대,126.7715875,37.4977846,경기도 부천시 원미구 중동 1184-1
경기남부청,부천원미경찰서,부천원미경찰서,126.7774031,37.5023157,경기도 부천시 원미구 중2동 1105
경기남부청,부천원미경찰서,상동지구대,126.7535228,37.4917503,경기도 부천시 원미구 상동 396-3
경기남부청,부천원미경찰서,약대지구대,126.7706816,37.5142263,경기도 부천시 원미구 약대동 97-1
경기남부청,부천원미경찰서,역곡지구대,126.8081726,37.4861935,경기도 부천시 원미구 역곡동 53-11
경기남부청,부천원미경찰서,원미지구대,126.7908542,37.4961664,경기도 부천시 원미구 원미동 57
경기남부청,부천원미경찰서,중동지구대,126.7626125,37.5057583,경기도 부천시 원미구 중4동 1032-1
경기남부청,부천원미경찰서,중앙지구대,126.7823409,37.4846643,경기도 부천시 원미구 심곡동 173-1
경기남부청,분당경찰서,구미파출소,127.1207097,37.3393993,경기도 성남시 분당구 구미동223번지
경기남부청,분당경찰서,금곡지구대,127.1074899,37.3516305,경기도 성남시 분당구 금곡동173번지
경기남부청,분당경찰서,동판교파출소,127.1158023,37.406522,경기도 성남시 분당구 동판교로 266번길 24
경기남부청,분당경찰서,분당경찰서,127.1054898,37.3653209,경기도 성남시 분당구 정자동 160
경기남부청,분당경찰서,서판교파출소,127.0981106,37.3923453,경기도 성남시 분당구 운중동 938번지
경기남부청,분당경찰서,서현지구대,127.1261875,37.3822987,경기도 성남시 분당구 서현동89-5번지
경기남부청,분당경찰서,수내파출소,127.1262875,37.3667154,경기도 성남시 분당구 수내동 85번지
경기남부청,분당경찰서,야탑지구대,127.1272864,37.4096422,경기도 성남시 분당구 야탑동505번지
경기남부청,성남수정경찰서,고등파출소,127.1029633,37.4242152,경기도 성남시 수정구 시흥동 191
경기남부청,성남수정경찰서,복정파출소,127.1274976,37.4562279,경기도 성남시 수정구 복정동 695번지
경기남부청,성남수정경찰서,산성파출소,127.1528826,37.456245,경기도 성남시 수정구 산성동 670번지
경기남부청,성남수정경찰서,성남수정경찰서,127.1266751,37.4422603,경기도 성남시 수정구 태평1동 6812
경기남부청,성남수정경찰서,성남위례파출소,127.1496805,37.4723835,경기도 성남시 수정구 창곡동 513-4
경기남부청,성남수정경찰서,수진1파출소,127.1387625,37.4386846,경기도 성남시 수정구 수진1동 1921번지
경기남부청,성남수정경찰서,수진지구대,127.1284721,37.4337523,경기도 성남시 수정구 수진2동 4797번지
경기남부청,성남수정경찰서,신흥지구대,127.1439714,37.4413469,경기도 성남시 수정구 신흥3동 3775번지
경기남부청,성남수정경찰서,중앙파출소,127.1331156,37.4416981,경기도 성남시 수정구 태평2동 3498
경기남부청,성남수정경찰서,태평4파출소,127.1408215,37.447871,경기도 성남시 수정구 태평4동 7290번지
경기남부청,성남중원경찰서,금광지구대,127.1680189,37.4450552,경기도 성남시 중원구 금광동 1944번지
경기남부청,성남중원경찰서,대원파출소,127.165775,37.4329429,경기도 성남시 중원구 상대원동 1437번지
경기남부청,성남중원경찰서,도촌파출소,127.1545961,37.4176167,경기도 성남시 중원구 도촌동 631
경기남부청,성남중원경찰서,상대원2파출소,127.1586,37.4391679,경기도 성남시 중원구 상대원2동 3154-1번지
경기남부청,성남중원경찰서,성남중원경찰서,127.1703813,37.4426389,경기도 성남시 중원구 상대원1동 269-1
경기남부청,성남중원경찰서,성호지구대,127.1399844,37.4360809,경기도 성남시 중원구 성남동 2199번지
경기남부청,성남중원경찰서,은행파출소,127.1654323,37.4558288,경기도 성남시 중원구 은행동 1417번지
경기남부청,수원남부경찰서,곡선지구대,127.0300387,37.2518006,경기도 수원시 권선구 권선동 1268-5
경기남부청,수원남부경찰서,광교파출소,127.0477122,37.2895575,경기도 수원시 영통구 이의동 1347-2
경기남부청,수원남부경찰서,권선파출소,127.0262879,37.2607491,경기도 수원시 권선구 권선동1012
경기남부청,수원남부경찰서,매탄지구대,127.0400036,37.2651569,경기도 수원시 팔달구 인계동 1117
경기남부청,수원남부경찰서,산남지구대,127.0530286,37.2686574,경기도 수원시 영통구 매탄동 1213-2
경기남부청,수원남부경찰서,세류지구대,127.0152071,37.2427273,경기도 수원시 권선구 세류동 1167-33
경기남부청,수원남부경찰서,수원남부경찰서,127.0544283,37.2721594,경기도 수원시 매탄2동 1196
경기남부청,수원남부경찰서,영통지구대,127.0778542,37.2547859,경기도 수원시 영통구 영통동 1046-2
경기남부청,수원남부경찰서,인계파출소,127.0314369,37.2757888,경기도 수원시 팔달구 인계동 930-1
경기남부청,수원남부경찰서,태장파출소,127.0554375,37.2403429,경기도 수원시 영통구 망포동 369-1
경기남부청,수원서부경찰서,고등파출소,127.0024439,37.272996,경기도 수원시 팔달구 고등동 105.
경기남부청,수원서부경찰서,고색파출소,126.9862842,37.2520523,경기도 수원시 권선구 고색동 277.
경기남부청,수원서부경찰서,당수파출소,126.9418897,37.2918348,경기도 수원시 권선구 당수동 159-1.
경기남부청,수원서부경찰서,매산지구대,127.001563,37.264417,경기도 수원시 팔달구 매산로 1가 18.
경기남부청,수원서부경찰서,서호지구대,126.9714176,37.2807121,경기도 수원시 권선구 구운동 938.
경기남부청,수원서부경찰서,수원서부경찰서,126.9722699,37.2587574,경기도 수원시 권선구 탑동 911
경기남부청,수원서부경찰서,유천파출소,127.0143513,37.2691311,경기도 수원시 팔달구 매교동 77-34.
경기남부청,수원서부경찰서,호매실파출소,126.9513268,37.2732023,경기도 수원시 권선구 금곡동 331.
경기남부청,수원중부경찰서,노송지구대,126.9879875,37.3104333,경기도 수원시 장안구 파장동 566-15
경기남부청,수원중부경찰서,동부파출소,127.029662,37.2809233,경기도 수원시 팔달구 지동 480-6
경기남부청,수원중부경찰서,수원중부경찰서,126.9962821,37.2979559,경기도 수원시 장안구 정자3동 873-4
경기남부청,수원중부경찰서,율천파출소,126.9716154,37.2980477,경기도 수원시 장안구 율전동 433-3
경기남부청,수원중부경찰서,장안문지구대,127.00945,37.295775,경기도 수원시 장안구 조원동 661-11
경기남부청,수원중부경찰서,창룡문파출소,127.0220461,37.2910931,경기도 수원시 장안구 연무동 254-12
경기남부청,수원중부경찰서,행궁파출소,127.0164259,37.2749303,경기도 수원시 팔달구 중동 22-1
경기남부청,수원중부경찰서,화서문지구대,127.0063517,37.2825208,경기도 수원시 팔달구 화서동 647-1
경기남부청,시흥경찰서,군자파출소,126.7853339,37.3443338,경기도 시흥시 거모동 1757-6(군자로 513)
경기남부청,시흥경찰서,능곡파출소,126.8133978,37.3692439,경기도 시흥시 능곡동 613 번지
경기남부청,시흥경찰서,대야파출소,126.7853235,37.4442396,경기도 시흥시 대야동 494 번지
경기남부청,시흥경찰서,매화파출소,126.8147666,37.4161694,경기도 시흥시 매화동 202-1 번지
경기남부청,시흥경찰서,배곧지구대,126.72904,37.3672304,경기도 시흥시 서울대학로245번길 45
경기남부청,시흥경찰서,시화파출소,126.7436609,37.3401756,경기도 시흥시 정왕동 1785-4 번지
경기남부청,시흥경찰서,시흥경찰서,126.7880738,37.3767559,경기도 시흥시 장곡동 340
경기남부청,시흥경찰서,신천파출소,126.7868125,37.4376013,경기도 시흥시 신천동 772-24 번지
경기남부청,시흥경찰서,옥구지구대,126.7287138,37.3511931,경기도 시흥시 정왕동 1849-7 번지
경기남부청,시흥경찰서,은행파출소,126.7998875,37.4443013,경기도 시흥시 은행동 541-1 번지
경기남부청,시흥경찰서,장곡지구대,126.7812674,37.3820072,경기도 시흥시 장곡동 793-2 번지
경기남부청,시흥경찰서,정왕지구대,126.7410033,37.3487756,경기도 시흥시 정왕동 1800 번지
경기남부청,안산단원경찰서,고잔파출소,126.8320884,37.321369,경기도 안산시 단원구 고잔동 515
경기남부청,안산단원경찰서,공단파출소,126.7934282,37.3128731,경기도 안산시 단원구 원시동 773
경기남부청,안산단원경찰서,대부파출소,126.5825625,37.2450346,경기도 안산시 단원구 대부북동 249-6
경기남부청,안산단원경찰서,선부3파출소,126.8128,37.3448571,경기도 안산시 단원구 선부동 1135
경기남부청,안산단원경찰서,선부파출소,126.8090875,37.3320833,경기도 안산시 단원구 선부1동 1072-5
경기남부청,안산단원경찰서,신길파출소,126.7835045,37.3345833,경기도 안산시 단원구 신길동 1697
경기남부청,안산단원경찰서,안산단원경찰서,126.8291625,37.3217333,경기도 안산시 고잔1동 514
경기남부청,안산단원경찰서,와동파출소,126.827725,37.3405904,경기도 안산시 단원구 와동 109-9
경기남부청,안산단원경찰서,원곡파출소,126.7945333,37.3326518,경기도 안산시 단원구 원곡동 753
경기남부청,안산단원경찰서,원선파출소,126.7972302,37.3280732,경기도 안산시 단원구 원곡동 821-3
경기남부청,안산단원경찰서,호수지구대,126.8249098,37.3103087,경기도 안산시 단원구 고잔동 712-3
경기남부청,안산상록경찰서,반월파출소,126.9022875,37.3056583,경기도 안산시 상록구 건건동 645
경기남부청,안산상록경찰서,본오1파출소,126.863503,37.2848763,경기도 안산시 상록구 본오동 1153-1
경기남부청,안산상록경찰서,본오지구대,126.8612625,37.3026167,경기도 안산시 상록구 본오동 877-3
경기남부청,안산상록경찰서,부곡파출소,126.8608019,37.3316698,경기도 안산시 상록구 부곡동 671-11
경기남부청,안산상록경찰서,사동지구대,126.8513,37.2968167,경기도 안산시 상록구 사1동 1304-1
경기남부청,안산상록경찰서,성포파출소,126.8473438,37.3270066,경기도 안산시 상록구 성포동 593-18
경기남부청,안산상록경찰서,수암파출소,126.8763933,37.3639869,경기도 안산시 상록구 수암동 502
경기남부청,안산상록경찰서,안산상록경찰서,126.8451087,37.2993411,경기도 안산시 상록구 사1동 1586
경기남부청,안산상록경찰서,월피파출소,126.8463639,37.3331417,경기도 안산시 상록구 월피동 512-3
경기남부청,안산상록경찰서,이동파출소,126.8512205,37.3071513,경기도 안산시 상록구 중보1길 35
경기남부청,안산상록경찰서,일동파출소,126.8643814,37.312668,경기도 안산시 상록구 일동600-6
경기남부청,안성경찰서,공도지구대,127.1728827,37.0006127,경기도 안성시 공도읍 만정리 425-6
경기남부청,안성경찰서,금광파출소,127.3230635,37.0009492,경기도 안성시 금광면 금광리 93-5
경기남부청,안성경찰서,내리지구대,127.2156896,36.9761178,경기도 안성시 미양면 양지길 19
경기남부청,안성경찰서,대덕파출소,127.237525,37.0126667,경기도 안성시 대덕면 건지리 291-3
경기남부청,안성경찰서,보개파출소,127.290035,37.0225615,경기도 안성시 보개면 불현리 산20
경기남부청,안성경찰서,안성경찰서,127.2484649,37.0004734,경기도 안성시 도기동 544-8
경기남부청,안성경찰서,양성파출소,127.1952625,37.0586917,경기도 안성시 양성면 동항리 291
경기남부청,안성경찰서,원곡파출소,127.1292875,37.039225,경기도 안성시 원곡면 외가천리 267-3
경기남부청,안성경찰서,일죽파출소,127.4776442,37.0936586,경기도 안성시 일죽면 송천리 18
경기남부청,안성경찰서,죽산파출소,127.422025,37.07495,경기도 안성시 죽산면 죽산리 432-7
경기남부청,안성경찰서,중앙지구대,127.2710214,37.0042931,경기도 안성시 석정동 256-2
경기남부청,안양동안경찰서,갈산지구대,126.9518625,37.3826071,경기도 안양시 동안구 갈산동 1118-1
경기남부청,안양동안경찰서,범계지구대,126.9527397,37.3898969,경기도 안양시 동안구 범계동 1051-2
경기남부청,안양동안경찰서,비산지구대,126.9382498,37.399116,경기도 안양시 동안구 비산동 459
경기남부청,안양동안경찰서,안양동안경찰서,126.9487446,37.3912738,경기도 안양시 동안구 부흥동 1105
